t,x,y,yaw
187.316676435,0.0,0.0,-3.764913642580098e-06
187.366676438,-0.00042563772286268207,0.004325117489592088,1.9753159381208127e-06
187.416676441,-0.000763955738467865,0.005212089568269499,2.1441727447347822e-05
187.466676443,-0.0011064993151017597,0.007040356205060403,2.0959570456997422e-05
187.516676446,-0.001512991390533051,0.007276703686629313,1.4587305313649489e-05
187.566676449,-0.002118665615148695,0.00553435433043696,8.548416411549822e-06
187.616676451,-0.0017499883464147006,0.005601526451200027,-2.666569025377647e-06
187.666676454,-0.0007919218424507778,0.004274917400668938,1.029601735852409e-05
187.716676456,-0.00019370355025372327,0.00219946960697318,-1.8543127873882129e-06
187.766676459,0.0018575841046616433,0.005880071375141682,8.59260663790464e-06
187.816676462,0.0023077770949073277,0.00647347095740582,2.120813355448093e-06
187.866676464,0.0021753354979564816,0.003457649217926946,-3.541380970630339e-06
187.916676467,0.004249666527653998,0.005872785316872858,-3.213266367262592e-06
187.966676469,0.002597927359742191,0.005505261286593168,-3.9647837216311135e-06
188.016676472,0.002179371246227076,0.005606936918167398,-6.153965296599649e-06
188.066676475,0.002242273608733094,0.003482776794904622,-1.4592162278297513e-05
188.116676477,0.0022467532916888916,0.0019710358369429562,-2.7554933212278335e-05
188.16667648,0.0029902471964193796,0.0040253783429451025,-3.5301449282163285e-05
188.216676482,0.0023873585252259352,0.00396583283445194,-4.5793211178781635e-05
188.266676485,0.002244221591581251,0.004630546551506547,-4.6716582694784775e-05
188.316676488,0.00300280407602067,0.004283199069635633,-4.603673044448452e-05
188.36667649,0.00195862711065497,0.003996441700773374,-5.511440323085763e-05
188.416676493,0.001032621262133826,0.002490083557434599,-4.761209303554141e-05
188.466676495,-0.00019723400499101706,-0.00031625745746536975,-4.585370351439003e-05
188.516676498,-0.0009239831453801689,-0.00030320067657773595,-4.183681452193715e-05
188.566676501,-0.0007276012027106365,-0.0018455010549576067,-4.426122471801134e-05
188.616676503,-0.000904141876482148,-0.0056650311818156355,-4.6340576872753315e-05
188.666676506,-0.00015873359661574974,-0.007223509519189994,-4.852681866457176e-05
188.716676509,-0.00014768011726052512,-0.00640502604023341,-5.0609743114644556e-05
188.76667651100001,0.0001303288225728551,-0.006042862803262034,-6.112620917189366e-05
188.816676514,0.0008132493198054921,-0.007854237664798475,-6.3198707344976e-05
188.866676516,-0.0012058390357267694,-0.013465586952319699,-6.663667229116733e-05
188.916676519,-9.227056652029897e-05,-0.014100988912366335,-7.28192116333712e-05
188.966676522,0.0006099218336136301,-0.013031962369060606,-8.403004214184129e-05
189.016676524,-2.236460391022324e-05,-0.013078544766028032,-9.678872248044187e-05
189.066676527,-0.011362563414608772,-0.011651882779859148,-8.412248004535875e-05
189.116676529,-0.011226762629125158,-0.008770699894076214,-9.921823150866167e-05
189.166676532,-0.010053937242756052,-0.008681857562932964,-8.803274649522262e-05
189.216676535,-0.009873764928690054,-0.008978751775053397,-0.0001081014744345358
189.266676537,-0.010524576903392981,-0.010494504594173325,-0.00010494027590672986
189.31667654,-0.011079245920262056,-0.008071480380977917,-0.00012864983941254424
189.366676542,-0.012119812297428364,-0.005954594420062257,-0.00013266540737509486
189.416676545,-0.014313509573366197,-0.004433280804433101,-0.00014288149548190456
189.466676548,-0.014475723968909684,-0.00596604719740384,-0.00014988201661692672
189.51667655,-0.01292941768888969,-0.004879890243007126,-0.00014569573425841917
189.566676553,-0.012687624954357407,-0.0031510988087630216,-0.0001511368353871578
189.616676555,-0.01175570804491089,-0.004770233926165509,-0.00015494709660572446
189.666676558,-0.011948891391901693,-0.0038108966823072053,-0.00014158072230447563
189.716676561,-0.011795492105141395,-0.0014782621221694548,-0.00014542619739656997
189.766676563,-0.013003479188505659,-0.0013410498056386996,-0.0001347465434785569
189.816676566,-0.013320556918849057,-0.0027991066035085222,-0.00013200548015215394
189.866676568,-0.026650555715825,-0.004076398863034226,-0.00013169674562969576
189.916676571,-0.02765664274848819,-0.001911604313598454,-0.0001257363464117209
189.966676574,-0.026256928188459313,-0.0031572110506201275,-0.00013964260846820186
190.016676576,-0.026279066649484963,-0.002556573881492911,-0.00014330667047696748
190.066676579,-0.025703861412182977,0.0006113296455996196,-0.0001569968002790453
190.116676582,-0.03625178619038942,0.0019634209613976976,-0.00016257726501729832
190.166676584,-0.03680050286695403,0.0049127055223478575,-0.00017776871569973707
190.216676587,-0.03804807609058356,0.0049546426941755985,-0.00016581643102113203
190.266676589,-0.04045521231974683,0.005184551421760215,-0.00016506813552458676
190.316676592,-0.0410473534287827,0.0020950014258929303,-0.00015995496679097006
190.366676595,-0.04031654346441051,0.004445381900364483,-0.00014489711694643
190.416676597,-0.04176926113823554,0.003937729782364135,-0.00013481860585736347
190.4666766,-0.04328921271698523,0.005343227243367428,-0.00012524879111351314
190.516676602,-0.04221427610186062,0.006527305707566482,-0.00011306332869404697
190.566676605,-0.04145566454531124,0.006718345481955195,-0.00011554359892924339
190.616676608,-0.04093284490295438,0.008590761364180157,-0.00012678929933719659
190.66667661,-0.04120274113476573,0.006775366650825658,-0.00012273550452173825
190.716676613,-0.04234055809091786,0.0064568845155556585,-0.00012198148648197792
190.766676615,-0.04069304291696744,0.0044075898751190805,-0.0001259833243340288
190.816676618,-0.040652773060567665,0.0034740521612525487,-0.0001250044338364489
190.866676621,-0.04039161929737801,0.0002499319565566838,-0.00012460850569480687
190.916676623,-0.041696210536558864,-0.0023180853012544525,-0.00012247306525701778
190.966676626,-0.041753388497854205,-0.003393370383991145,-0.00013173471670467558
191.016676628,-0.04247720912808907,-0.0012633277861865467,-0.00013590575478455614
191.066676631,-0.04188814210361709,-0.003518212025157617,-0.00014150842959113354
191.116676634,-0.04210720170726356,-0.004592719706787943,-0.0001561815044127633
191.166676636,-0.042502632399358836,-0.0013966163345036108,-0.00016447827816668193
191.216676639,-0.044803125820268824,-0.00046696170811712354,-0.00016771819259174338
191.266676642,-0.0438134627308204,-0.0005657764210915134,-0.00015656905099661902
191.316676644,-0.04437368847352787,0.0004578181937580512,-0.0001602970008096172
191.366676647,-0.046078860195163565,0.001130997061219737,-0.00015726007834052102
191.416676649,-0.04555570307106351,-0.0003677095129493251,-0.00016142590780322575
191.466676652,-0.04526586432837799,0.0002521290539660026,-0.0001424444738332744
191.516676655,-0.04548499617336449,0.0015403006856477912,-0.00014338841416562816
191.566676657,-0.04528325579005533,0.0033944242004397118,-0.0001494049425439196
191.61667666,-0.04507440928159363,0.0034349347433938514,-0.00014285548856602105
191.666676662,-0.047351124752445954,0.007567306104546744,-0.0001411064625181449
191.716676665,-0.046008922627145024,0.0055164457021303175,-0.0001434920555004255
191.766676668,-0.04784958628613738,0.004283029703129966,-0.00014353754838550522
191.81667667,-0.04793932262498699,0.005431137708143412,-0.0001507248771333964
191.866676673,-0.046349682373500886,0.009035080803705728,-0.00014199728343188296
191.916676675,-0.04646840169658678,0.009428801813062316,-0.00015017918225228579
191.966676678,-0.04649573120022627,0.0111643355830218,-0.00014431115738056384
192.016676681,-0.04658688165219864,0.008528445018303334,-0.00014545113136597168
192.066676683,-0.05355600411887628,0.010833101402379898,-0.00014343581137055603
192.116676686,-0.052035873704046054,0.01088793666733551,-0.00015021660928422602
192.166676688,-0.05386006426811007,0.015012553140574683,-0.00014166994436830169
192.216676691,-0.05612873521485467,0.010921032020784528,-0.00013661807061522886
192.266676694,-0.05596448040140877,0.011539994273041941,-0.0001568294355449705
192.316676696,-0.054710850355501967,0.012935726730089823,-0.00014119927487834087
192.366676699,-0.05621142204687781,0.014169087779150508,-0.00015311660394669023
192.416676701,-0.057464727170137536,0.013019942724528874,-0.0001469853674055265
192.466676704,-0.057280326664599326,0.013046411028228292,-0.00014193076807882647
192.516676707,-0.057275234557580455,0.012205954260071917,-0.00013801592933369703
192.566676709,-0.057369162381653745,0.010916328024549577,-0.00013882024460509573
192.616676712,-0.05728877559572192,0.011960729769894745,-0.00013887512927275106
192.666676715,-0.05810065019535075,0.011680833410237155,-0.0001512464931333238
192.716676717,-0.05747587688817671,0.0111639833987855,-0.00014256548394375648
192.76667672,-0.05811370388471972,0.012343377999001091,-0.000150270320271606
192.816676722,-0.05862593226210141,0.013405351287320247,-0.00015594599268143407
192.866676725,-0.058965221715466955,0.012618930004127052,-0.0001812395016958708
192.916676728,-0.05922443066419827,0.0146380111516689,-0.00017875895963770098
192.96667673,-0.06798709017757884,0.016994746209888403,-0.00018565146822191757
193.016676733,-0.06858048287494549,0.017577844702303645,-0.0001827690707009708
193.066676735,-0.06668798694302182,0.01572030036892398,-0.00017544166410263394
193.116676738,-0.06533753602582973,0.016537310373171448,-0.0001773216005492516
193.166676741,-0.06672849702852744,0.015392798390690543,-0.00016930028633848764
193.216676743,-0.06847879418718582,0.013798701345556682,-0.00017348423591770053
193.266676746,-0.06726872468854289,0.01103637223216026,-0.00018066253010494952
