t,x,y,yaw
187.316676435,1.14412645028861e-06,-7.81381476810067e-08,-3.7649136425800984e-06
187.366676438,-0.0005908559105737741,0.0012613177825838017,1.975315938120812e-06
187.416676441,-0.00024440580611165643,0.0016290510271662567,2.1441727447347816e-05
187.466676443,0.0014221666189269352,-0.0010869374700520477,2.0959570456997416e-05
187.516676446,0.0003704460905201222,-0.0030058855473964617,1.4587305313649484e-05
187.566676449,2.8028647345365446e-05,-0.003532376985617005,8.548416411549816e-06
187.616676451,0.00025700358708394424,-0.003022660835569649,-2.6665690253776537e-06
187.666676454,0.0008654883824787335,-0.003406901614682123,1.0296017358524082e-05
187.716676456,0.0018783326941201367,-0.0022791193365179936,-1.8543127873882215e-06
187.766676459,0.0005293492605664115,-0.0014807702443323226,8.59260663790463e-06
187.816676462,0.0009361151433657918,7.868863784274286e-05,2.120813355448083e-06
187.866676464,-0.0005963266369252457,0.0021220802748443913,-3.541380970630349e-06
187.916676467,0.0006703974939343115,0.004145873618236485,-3.213266367262602e-06
187.966676469,-4.1113386367456215e-05,0.004732910660130112,-3.964783721631124e-06
188.016676472,-0.0022012696531124028,0.005887303145373403,-6.153965296599659e-06
188.066676475,-0.0014602636864465563,0.007389626108008669,-1.4592162278297523e-05
188.116676477,-0.0010890967542735,0.008510345426672639,-2.7554933212278342e-05
188.16667648,-0.0022242707736063305,0.008040134874532362,-3.530144928216329e-05
188.216676482,-0.003806042531205991,0.007148142974092329,-4.579321117878164e-05
188.266676485,-0.0041625056144953465,0.007735930156565621,-4.671658269478478e-05
188.316676488,-0.004654758510019634,0.0067540052966718524,-4.6036730444484525e-05
188.36667649,-0.0042053428585247955,0.0052975345919429335,-5.511440323085764e-05
188.416676493,-0.004513167066115008,0.003978788764087719,-4.7612093035541426e-05
188.466676495,-0.0033305688126246008,0.0025888973184735693,-4.5853703514390044e-05
188.516676498,-0.001710087516599943,0.0018611026429972831,-4.1836814521937166e-05
188.566676501,-0.001332135360154771,0.00010724892576260557,-4.426122471801135e-05
188.616676503,-0.0007292502157399411,0.0013095920326383472,-4.634057687275333e-05
188.666676506,-0.00012516324202412575,0.000846125459187503,-4.8526818664571764e-05
188.716676509,-0.0007615498611812219,0.0015426541650446087,-5.060974311464456e-05
188.76667651100001,-0.002275414361326462,0.0030600270715355664,-6.112620917189366e-05
188.816676514,-0.003315028758239776,0.001902910950101644,-6.3198707344976e-05
